"Date Inserted","Reporting Date","Sale Month","Store","Artist","Title","ISRC","UPC","Quantity","Team Percentage","Source Type","Country of Sale","Songwriter Royalties Withheld (USD)","Earnings (USD)","Recoup (USD)"
"2026-01-15","2026-01-15","2025-10","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","112000","100","Song","US","0.00000","336.00",""
"2026-01-15","2026-01-15","2025-10","YouTube Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","82000","100","Song","US","0.00000","246.00",""
"2026-01-15","2026-01-15","2025-09","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","102000","100","Song","US","0.00000","306.00",""
"2026-01-15","2026-01-15","2025-09","Apple Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","48000","100","Song","US","0.00000","211.20",""
"2026-01-15","2026-01-15","2025-08","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","92000","100","Song","US","0.00000","276.00",""
"2026-01-15","2026-01-15","2025-08","YouTube Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","68000","100","Song","US","0.00000","204.00",""
"2026-01-15","2026-01-15","2025-07","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","82000","100","Song","US","0.00000","246.00",""
"2026-01-15","2026-01-15","2025-07","Apple Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","38000","100","Song","US","0.00000","167.20",""
"2026-01-15","2026-01-15","2025-06","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","72000","100","Song","US","0.00000","216.00",""
"2026-01-15","2026-01-15","2025-06","YouTube Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","52000","100","Song","US","0.00000","156.00",""
"2026-01-15","2026-01-15","2025-05","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","62000","100","Song","US","0.00000","186.00",""
"2026-01-15","2026-01-15","2025-05","Apple Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","28000","100","Song","US","0.00000","123.20",""
"2026-01-15","2026-01-15","2025-04","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","52000","100","Song","US","0.00000","156.00",""
"2026-01-15","2026-01-15","2025-04","YouTube Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","38000","100","Song","US","0.00000","114.00",""
"2026-01-15","2026-01-15","2025-03","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","42000","100","Song","US","0.00000","126.00",""
"2026-01-15","2026-01-15","2025-03","Apple Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","18000","100","Song","US","0.00000","79.20",""
"2026-01-15","2026-01-15","2025-02","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","32000","100","Song","US","0.00000","96.00",""
"2026-01-15","2026-01-15","2025-02","YouTube Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","22000","100","Song","US","0.00000","66.00",""
"2026-01-15","2026-01-15","2025-01","Spotify","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","22000","100","Song","US","0.00000","66.00",""
"2026-01-15","2026-01-15","2025-01","Apple Music","Luna Waves","Ocean Breeze","QZNWX2400009","198765432109","12000","100","Song","US","0.00000","52.80",""
"2026-01-15","2026-01-15","2025-12","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","118000","100","Song","US","0.00000","354.00",""
"2026-01-15","2026-01-15","2025-12","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","42000","100","Song","GB","0.00000","126.00",""
"2026-01-15","2026-01-15","2025-12","Apple Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","62000","100","Song","US","0.00000","272.80",""
"2026-01-15","2026-01-15","2025-12","Amazon Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","38000","100","Song","US","0.00000","177.33",""
"2026-01-15","2026-01-15","2025-11","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","108000","100","Song","US","0.00000","324.00",""
"2026-01-15","2026-01-15","2025-11","Apple Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","52000","100","Song","US","0.00000","228.80",""
"2026-01-15","2026-01-15","2025-10","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","98000","100","Song","US","0.00000","294.00",""
"2026-01-15","2026-01-15","2025-10","Amazon Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","32000","100","Song","US","0.00000","149.33",""
"2026-01-15","2026-01-15","2025-09","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","88000","100","Song","US","0.00000","264.00",""
"2026-01-15","2026-01-15","2025-09","Apple Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","42000","100","Song","US","0.00000","184.80",""
"2026-01-15","2026-01-15","2025-08","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","78000","100","Song","US","0.00000","234.00",""
"2026-01-15","2026-01-15","2025-08","Amazon Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","28000","100","Song","US","0.00000","130.67",""
"2026-01-15","2026-01-15","2025-07","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","68000","100","Song","US","0.00000","204.00",""
"2026-01-15","2026-01-15","2025-07","Apple Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","32000","100","Song","US","0.00000","140.80",""
"2026-01-15","2026-01-15","2025-06","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","58000","100","Song","US","0.00000","174.00",""
"2026-01-15","2026-01-15","2025-06","Amazon Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","22000","100","Song","US","0.00000","102.67",""
"2026-01-15","2026-01-15","2025-05","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","48000","100","Song","US","0.00000","144.00",""
"2026-01-15","2026-01-15","2025-05","Apple Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","22000","100","Song","US","0.00000","96.80",""
"2026-01-15","2026-01-15","2025-04","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","38000","100","Song","US","0.00000","114.00",""
"2026-01-15","2026-01-15","2025-04","Amazon Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","15000","100","Song","US","0.00000","70.00",""
"2026-01-15","2026-01-15","2025-03","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","28000","100","Song","US","0.00000","84.00",""
"2026-01-15","2026-01-15","2025-03","Apple Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","12000","100","Song","US","0.00000","52.80",""
"2026-01-15","2026-01-15","2025-02","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","18000","100","Song","US","0.00000","54.00",""
"2026-01-15","2026-01-15","2025-02","Amazon Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","8000","100","Song","US","0.00000","37.33",""
"2026-01-15","2026-01-15","2025-01","Spotify","Nova Eclipse","City Lights","QZNWX2400010","198765432110","12000","100","Song","US","0.00000","36.00",""
"2026-01-15","2026-01-15","2025-01","Apple Music","Nova Eclipse","City Lights","QZNWX2400010","198765432110","6000","100","Song","US","0.00000","26.40",""
"2026-01-15","2026-01-15","2025-12","Pandora","Nova Eclipse","Electric Sunset","QZNWX2400001","198765432101","85000","100","Song","US","0.00000","255.00",""
"2026-01-15","2026-01-15","2025-12","Pandora","Nova Eclipse","Neon Nights","QZNWX2400002","198765432102","92000","100","Song","US","0.00000","276.00",""
"2026-01-15","2026-01-15","2025-12","SoundCloud","Luna Waves","Dreamscape","QZNWX2400005","198765432105","48000","100","Song","US","0.00000","144.00",""
"2026-01-15","2026-01-15","2025-12","SoundCloud","Luna Waves","Midnight Drive","QZNWX2400006","198765432106","52000","100","Song","US","0.00000","156.00",""
"2026-01-15","2026-01-15","2025-11","Pandora","Nova Eclipse","Electric Sunset","QZNWX2400001","198765432101","78000","100","Song","US","0.00000","234.00",""
"2026-01-15","2026-01-15","2025-11","SoundCloud","Luna Waves","Dreamscape","QZNWX2400005","198765432105","42000","100","Song","US","0.00000","126.00",""
"2026-01-15","2026-01-15","2025-10","Pandora","Nova Eclipse","Neon Nights","QZNWX2400002","198765432102","82000","100","Song","US","0.00000","246.00",""
"2026-01-15","2026-01-15","2025-10","SoundCloud","Luna Waves","Midnight Drive","QZNWX2400006","198765432106","45000","100","Song","US","0.00000","135.00",""
"2026-01-15","2026-01-15","2025-09","Pandora","Nova Eclipse","Electric Sunset","QZNWX2400001","198765432101","72000","100","Song","US","0.00000","216.00",""
"2026-01-15","2026-01-15","2025-09","SoundCloud","Luna Waves","Dreamscape","QZNWX2400005","198765432105","38000","100","Song","US","0.00000","114.00",""
"2026-01-15","2026-01-15","2025-08","Pandora","Nova Eclipse","Neon Nights","QZNWX2400002","198765432102","68000","100","Song","US","0.00000","204.00",""
"2026-01-15","2026-01-15","2025-08","SoundCloud","Luna Waves","Midnight Drive","QZNWX2400006","198765432106","35000","100","Song","US","0.00000","105.00",""
"2026-01-15","2026-01-15","2025-07","Pandora","Nova Eclipse","Electric Sunset","QZNWX2400001","198765432101","62000","100","Song","US","0.00000","186.00",""
"2026-01-15","2026-01-15","2025-07","SoundCloud","Luna Waves","Dreamscape","QZNWX2400005","198765432105","32000","100","Song","US","0.00000","96.00",""
"2026-01-15","2026-01-15","2025-06","Pandora","Nova Eclipse","Neon Nights","QZNWX2400002","198765432102","58000","100","Song","US","0.00000","174.00",""
"2026-01-15","2026-01-15","2025-06","SoundCloud","Luna Waves","Midnight Drive","QZNWX2400006","198765432106","28000","100","Song","US","0.00000","84.00",""
"2026-01-15","2026-01-15","2025-05","Pandora","Nova Eclipse","Electric Sunset","QZNWX2400001","198765432101","52000","100","Song","US","0.00000","156.00",""
"2026-01-15","2026-01-15","2025-05","SoundCloud","Luna Waves","Dreamscape","QZNWX2400005","198765432105","25000","100","Song","US","0.00000","75.00",""
"2026-01-15","2026-01-15","2025-04","Pandora","Nova Eclipse","Neon Nights","QZNWX2400002","198765432102","48000","100","Song","US","0.00000","144.00",""
"2026-01-15","2026-01-15","2025-04","SoundCloud","Luna Waves","Midnight Drive","QZNWX2400006","198765432106","22000","100","Song","US","0.00000","66.00",""
"2026-01-15","2026-01-15","2025-03","Pandora","Nova Eclipse","Electric Sunset","QZNWX2400001","198765432101","42000","100","Song","US","0.00000","126.00",""
"2026-01-15","2026-01-15","2025-03","SoundCloud","Luna Waves","Dreamscape","QZNWX2400005","198765432105","18000","100","Song","US","0.00000","54.00",""
"2026-01-15","2026-01-15","2025-02","Pandora","Nova Eclipse","Neon Nights","QZNWX2400002","198765432102","38000","100","Song","US","0.00000","114.00",""
"2026-01-15","2026-01-15","2025-02","SoundCloud","Luna Waves","Midnight Drive","QZNWX2400006","198765432106","15000","100","Song","US","0.00000","45.00",""
"2026-01-15","2026-01-15","2025-01","Pandora","Nova Eclipse","Electric Sunset","QZNWX2400001","198765432101","32000","100","Song","US","0.00000","96.00",""
"2026-01-15","2026-01-15","2025-01","SoundCloud","Luna Waves","Dreamscape","QZNWX2400005","198765432105","12000","100","Song","US","0.00000","36.00",""
